,index,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2656,66965,disloyal Customer,22,Business travel,Business,257,5,5,5,4,2,5,2,,5,3,5,3,5,2,0,0.0,satisfied
2657,18538,Loyal Customer,75,Business travel,Business,3509,1,1,1,1,2,4,1,5,5,5,5,5,5,4,2,,satisfied
2658,67302,Loyal Customer,51,Personal Travel,Eco,837,2,1,2,3,1,4,1,1,4,4,4,2,3,1,29,17.0,neutral or dissatisfied
2659,98745,Loyal Customer,48,Business travel,Business,1346,3,5,5,5,5,2,4,,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
2660,52440,Loyal Customer,55,Business travel,Business,1635,1,1,1,1,3,2,4,,4,5,4,4,4,5,0,0.0,satisfied
2661,52706,Loyal Customer,20,Business travel,Business,630,3,1,1,1,3,5,3,,2,4,4,2,4,3,11,,neutral or dissatisfied
2662,50808,Loyal Customer,25,Personal Travel,Eco,1014,1,1,1,3,5,3,5,,3,2,3,4,4,5,0,0.0,neutral or dissatisfied
2663,22975,Loyal Customer,60,Personal Travel,Eco,84,0,1,0,3,3,3,3,3,4,1,3,2,4,3,0,0.0,satisfied
2664,106736,Loyal Customer,25,Personal Travel,Eco,1303,3,5,3,1,2,4,2,,3,2,3,5,5,2,0,0.0,neutral or dissatisfied
2665,120406,Loyal Customer,44,Business travel,Business,2459,4,4,4,4,5,3,5,4,4,5,4,5,4,5,161,,satisfied
2666,91528,Loyal Customer,23,Business travel,Business,2966,4,2,4,4,5,5,5,5,4,4,5,5,4,5,0,0.0,satisfied
2667,114861,Loyal Customer,50,Business travel,Business,3238,2,2,2,2,4,4,4,,3,3,3,3,3,4,0,,satisfied
2668,104395,Loyal Customer,48,Personal Travel,Business,843,2,2,2,4,2,5,3,,4,2,4,3,4,2,0,0.0,neutral or dissatisfied
2669,47632,Loyal Customer,33,Personal Travel,Eco,802,3,3,2,3,2,1,2,2,1,2,4,4,3,2,0,5.0,neutral or dissatisfied
2670,66097,Loyal Customer,27,Business travel,Eco,545,5,3,3,3,5,2,5,,4,2,2,3,2,5,0,,satisfied
2671,60999,disloyal Customer,25,Business travel,Eco,481,4,5,3,4,3,4,3,,5,5,5,1,5,3,0,0.0,satisfied
2672,94781,Loyal Customer,24,Business travel,Business,3288,5,5,5,5,5,4,5,,4,5,5,5,4,5,0,0.0,satisfied
2673,16561,Loyal Customer,29,Business travel,Business,2399,4,3,4,3,4,1,4,,2,5,3,4,2,4,3,11.0,neutral or dissatisfied
2674,122175,Loyal Customer,71,Business travel,Eco,239,1,4,5,4,1,5,1,,4,3,3,4,3,1,0,0.0,neutral or dissatisfied
2675,7766,Loyal Customer,30,Personal Travel,Eco,728,3,5,3,1,4,0,1,,1,3,2,1,4,4,0,0.0,neutral or dissatisfied
2676,43397,Loyal Customer,14,Personal Travel,Eco,862,4,5,3,3,5,1,5,,3,4,5,4,5,5,47,,neutral or dissatisfied
2677,79776,Loyal Customer,43,Business travel,Business,3513,1,4,4,4,1,3,4,,1,1,1,1,1,4,0,37.0,neutral or dissatisfied
2678,14259,disloyal Customer,29,Business travel,Business,893,0,0,0,1,3,4,3,,4,4,3,3,4,3,4,51.0,satisfied
2679,52680,Loyal Customer,57,Business travel,Business,2238,4,4,4,4,4,3,5,,5,5,5,3,5,3,2,1.0,satisfied
2680,95451,disloyal Customer,23,Business travel,Eco,264,0,0,0,4,4,1,4,4,4,2,4,1,2,4,0,,satisfied
2681,37632,disloyal Customer,30,Business travel,Business,846,2,2,2,3,3,2,3,3,2,2,4,3,3,3,0,0.0,neutral or dissatisfied
2682,33088,Loyal Customer,52,Business travel,Business,425,1,1,1,1,3,1,5,,4,4,4,5,4,4,0,0.0,satisfied
2683,98637,Loyal Customer,19,Personal Travel,Eco,282,1,4,3,4,4,2,1,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied
2684,78177,Loyal Customer,33,Business travel,Business,3941,2,2,2,2,5,4,5,,3,5,5,4,5,5,28,17.0,satisfied
2685,88428,Loyal Customer,21,Business travel,Business,1998,3,1,1,1,3,1,3,3,3,3,4,2,4,3,0,0.0,neutral or dissatisfied
2686,53776,disloyal Customer,37,Business travel,Eco Plus,554,1,1,1,4,3,4,3,3,1,5,4,3,4,3,0,6.0,neutral or dissatisfied
2687,36468,Loyal Customer,39,Business travel,Business,237,5,5,3,5,1,0,4,5,5,5,5,5,5,5,0,3.0,satisfied
2688,15171,Loyal Customer,40,Business travel,Eco,612,1,3,3,3,1,3,1,1,1,5,3,3,4,1,0,0.0,neutral or dissatisfied
2689,120574,Loyal Customer,47,Business travel,Business,1974,3,3,3,3,3,4,5,,4,4,4,5,4,3,0,0.0,satisfied
2690,58841,Loyal Customer,64,Personal Travel,Eco,872,4,4,4,3,3,5,3,3,2,5,2,1,3,3,3,0.0,neutral or dissatisfied
2691,43825,Loyal Customer,54,Business travel,Business,386,2,2,2,2,3,5,4,2,2,2,2,5,2,4,24,22.0,satisfied
2692,67419,Loyal Customer,26,Business travel,Business,670,3,3,3,3,3,4,3,,1,5,3,2,2,3,0,0.0,neutral or dissatisfied
2693,24309,Loyal Customer,49,Personal Travel,Eco,954,2,5,2,2,3,3,3,3,3,4,4,4,5,3,0,0.0,neutral or dissatisfied
2694,79861,Loyal Customer,33,Business travel,Eco Plus,1609,4,3,3,3,4,4,4,,3,2,4,3,4,4,65,,neutral or dissatisfied
2695,113534,Loyal Customer,41,Business travel,Business,3990,5,5,5,5,5,4,5,,4,4,4,4,4,5,0,,satisfied
2696,90528,Loyal Customer,11,Personal Travel,Eco Plus,1208,3,3,3,2,2,1,1,,2,4,3,3,3,2,0,0.0,neutral or dissatisfied
2697,13951,Loyal Customer,26,Personal Travel,Eco,397,2,4,2,2,3,5,5,,5,4,4,3,5,3,0,0.0,neutral or dissatisfied
2698,9895,Loyal Customer,53,Business travel,Business,1440,1,1,1,1,2,5,5,,4,4,4,5,4,4,40,33.0,satisfied
2699,99252,Loyal Customer,43,Personal Travel,Eco Plus,817,3,2,3,3,4,5,3,1,1,3,1,4,1,1,0,0.0,neutral or dissatisfied
2700,30588,disloyal Customer,37,Business travel,Business,447,5,5,5,3,1,4,1,,4,5,4,4,5,1,0,0.0,satisfied
2701,37353,Loyal Customer,68,Personal Travel,Eco,837,3,5,3,5,4,5,3,4,4,3,4,5,4,2,0,10.0,neutral or dissatisfied
2702,73113,Loyal Customer,50,Business travel,Business,2342,3,3,3,3,3,5,5,5,5,5,5,3,5,4,0,0.0,satisfied
2703,119020,Loyal Customer,68,Personal Travel,Eco,762,2,2,2,4,2,4,1,,4,4,3,2,4,2,0,0.0,neutral or dissatisfied
2704,41131,Loyal Customer,30,Business travel,Business,2133,4,4,4,4,5,4,5,,5,4,4,4,4,5,0,17.0,satisfied
2705,60569,Loyal Customer,18,Business travel,Business,1605,4,4,4,4,4,4,4,,5,3,4,5,5,4,1,4.0,satisfied
2706,122839,Loyal Customer,35,Business travel,Eco Plus,1947,3,4,4,4,3,5,3,,3,1,2,2,3,3,1,0.0,neutral or dissatisfied
2707,83016,Loyal Customer,17,Business travel,Eco Plus,1747,2,5,5,5,2,3,3,2,2,5,3,1,4,2,12,,neutral or dissatisfied
2708,53856,Loyal Customer,45,Business travel,Business,2060,2,2,2,2,5,2,4,,2,2,2,2,2,1,1,0.0,neutral or dissatisfied
2709,128985,Loyal Customer,56,Business travel,Business,2507,3,3,3,3,3,5,3,5,5,5,5,2,5,4,63,97.0,satisfied
2710,57592,disloyal Customer,22,Business travel,Eco,1050,2,2,2,1,1,3,1,1,2,5,3,3,3,1,0,0.0,neutral or dissatisfied
2711,79338,disloyal Customer,26,Business travel,Eco,1598,4,4,4,2,1,5,1,,3,3,2,3,3,1,6,0.0,neutral or dissatisfied
2712,63736,Loyal Customer,14,Personal Travel,Eco,583,2,2,2,4,4,3,4,4,1,1,4,1,3,4,0,,neutral or dissatisfied
2713,41345,Loyal Customer,50,Business travel,Business,3824,2,2,2,2,5,5,4,5,5,5,5,3,5,5,23,45.0,satisfied
2714,127052,Loyal Customer,44,Business travel,Business,3384,5,5,4,5,5,3,4,,3,3,3,3,3,5,0,,satisfied
2715,94200,Loyal Customer,55,Personal Travel,Eco Plus,1062,3,4,3,3,3,1,4,,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
2716,31229,Loyal Customer,59,Business travel,Business,425,2,2,2,2,3,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
2717,85764,Loyal Customer,68,Business travel,Business,3844,1,5,5,5,4,4,4,,3,3,1,3,3,2,0,0.0,neutral or dissatisfied
2718,95618,Loyal Customer,48,Business travel,Business,888,2,2,2,2,3,3,5,,5,5,5,5,5,5,0,0.0,satisfied
2719,57640,Loyal Customer,54,Business travel,Eco,102,3,5,4,5,3,1,3,3,4,2,3,1,4,3,0,,neutral or dissatisfied
2720,9841,disloyal Customer,26,Business travel,Business,236,1,5,1,4,2,4,2,2,5,3,4,4,4,2,12,5.0,neutral or dissatisfied
2721,86922,Loyal Customer,28,Business travel,Business,2586,2,2,2,2,4,5,4,,1,1,5,4,3,4,0,0.0,satisfied
2722,91794,Loyal Customer,60,Personal Travel,Eco,226,2,4,2,3,4,3,5,,5,2,2,4,5,3,0,0.0,neutral or dissatisfied
2723,2842,Loyal Customer,46,Business travel,Business,973,4,5,3,5,2,3,4,,4,3,4,1,4,2,23,27.0,neutral or dissatisfied
2724,37155,Loyal Customer,17,Business travel,Eco Plus,1121,5,5,5,5,5,1,4,5,5,4,5,1,5,5,0,0.0,satisfied
2725,62906,Loyal Customer,58,Business travel,Business,2025,3,3,3,3,5,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
2726,108734,Loyal Customer,31,Business travel,Eco,480,3,2,2,2,3,3,3,,1,5,4,2,3,3,0,0.0,neutral or dissatisfied
2727,7502,disloyal Customer,9,Personal Travel,Eco,1199,3,4,2,2,2,2,2,,5,2,4,3,1,2,0,0.0,neutral or dissatisfied
2728,59800,Loyal Customer,36,Business travel,Eco,308,1,1,5,1,1,3,1,,4,2,2,4,2,1,0,1.0,neutral or dissatisfied
2729,119604,Loyal Customer,39,Business travel,Business,2416,3,3,3,3,3,3,1,,5,4,5,3,5,3,0,0.0,satisfied
2730,85196,Loyal Customer,15,Personal Travel,Eco,407,3,5,3,5,4,3,4,,2,5,5,4,1,4,3,0.0,neutral or dissatisfied
2731,30160,Loyal Customer,25,Business travel,Business,628,1,4,4,4,1,5,1,,4,1,3,2,4,1,17,52.0,neutral or dissatisfied
2732,104480,Loyal Customer,30,Personal Travel,Eco Plus,1034,2,4,2,2,5,5,5,,4,5,5,4,4,5,0,0.0,neutral or dissatisfied
2733,43796,Loyal Customer,47,Business travel,Business,2378,4,4,4,4,2,5,4,,5,5,5,4,5,5,0,8.0,satisfied
2734,94330,Loyal Customer,45,Personal Travel,Eco,327,3,0,3,2,4,3,4,,5,3,5,3,5,5,0,0.0,neutral or dissatisfied
2735,33660,Loyal Customer,32,Business travel,Eco,846,0,0,0,5,4,3,4,4,5,3,1,3,1,4,0,0.0,satisfied
2736,3988,Loyal Customer,64,Business travel,Eco,163,5,3,3,3,5,5,5,,5,5,5,2,5,5,0,0.0,satisfied
2737,91430,Loyal Customer,43,Business travel,Business,273,0,0,0,5,3,5,5,4,4,4,4,4,4,3,21,22.0,satisfied
2738,109097,disloyal Customer,25,Business travel,Business,1013,2,4,2,3,3,5,1,,4,5,4,3,5,3,0,0.0,neutral or dissatisfied
2739,85092,Loyal Customer,44,Business travel,Business,738,1,1,1,1,4,5,5,,5,5,5,4,5,4,0,0.0,satisfied
2740,113598,Loyal Customer,17,Personal Travel,Eco,447,1,4,1,5,5,2,3,,3,3,1,3,1,5,6,0.0,neutral or dissatisfied
2741,14531,disloyal Customer,37,Business travel,Business,643,4,5,5,3,3,1,3,3,5,5,4,5,4,3,3,0.0,neutral or dissatisfied
2742,126092,Loyal Customer,60,Business travel,Business,3136,5,3,5,5,5,1,4,5,5,5,5,3,5,3,0,0.0,satisfied
2743,119646,Loyal Customer,20,Personal Travel,Business,419,0,4,0,3,2,2,2,,3,1,3,5,5,2,2,18.0,satisfied
2744,43207,Loyal Customer,49,Personal Travel,Eco Plus,214,1,4,0,1,1,2,1,,1,0,1,3,1,3,2,0.0,neutral or dissatisfied
2745,29190,Loyal Customer,43,Business travel,Eco Plus,998,4,4,4,4,4,4,3,3,1,4,3,3,4,3,258,288.0,satisfied
2746,25606,Loyal Customer,8,Personal Travel,Eco,920,3,4,4,2,4,4,2,,5,5,5,3,5,4,2,0.0,neutral or dissatisfied
2747,109908,Loyal Customer,68,Business travel,Eco,376,2,4,4,4,4,2,4,,2,2,2,3,2,2,0,12.0,neutral or dissatisfied
2748,71800,Loyal Customer,54,Business travel,Eco,342,3,3,3,3,4,3,4,,3,4,4,4,4,4,0,0.0,neutral or dissatisfied
2749,47796,disloyal Customer,37,Business travel,Eco,692,2,2,2,3,1,2,1,1,3,3,4,3,4,1,103,93.0,neutral or dissatisfied
2750,6902,Loyal Customer,29,Business travel,Business,770,1,1,2,1,5,4,5,5,4,3,5,3,5,5,0,,satisfied
2751,108194,Loyal Customer,56,Personal Travel,Eco,1168,5,5,5,2,3,5,4,3,3,5,2,4,3,5,0,0.0,satisfied
2752,23773,Loyal Customer,44,Business travel,Business,3064,2,2,2,2,3,3,4,,4,4,4,5,4,5,0,0.0,satisfied
2753,82869,Loyal Customer,23,Personal Travel,Eco,1010,3,4,3,4,5,4,5,,3,5,4,1,3,5,0,,neutral or dissatisfied
2754,36729,disloyal Customer,30,Business travel,Business,1506,2,2,2,5,5,2,2,,4,5,4,4,5,5,0,0.0,neutral or dissatisfied
2755,89785,Loyal Customer,11,Personal Travel,Eco Plus,1249,2,5,2,1,2,4,2,,5,4,4,3,4,2,106,119.0,neutral or dissatisfied
2756,9423,Loyal Customer,49,Personal Travel,Eco,696,2,5,2,4,4,2,4,,5,2,5,2,5,3,0,0.0,neutral or dissatisfied
2757,54240,Loyal Customer,53,Business travel,Business,2054,2,2,1,2,2,4,5,,5,5,5,3,5,4,0,0.0,satisfied
2758,108193,Loyal Customer,7,Personal Travel,Eco,2300,2,4,1,1,4,5,4,4,5,4,5,5,4,4,38,14.0,neutral or dissatisfied
2759,66136,Loyal Customer,26,Business travel,Business,2248,2,2,2,2,5,4,5,5,3,4,5,4,5,5,10,0.0,satisfied
2760,42221,Loyal Customer,50,Business travel,Business,1579,3,3,3,3,2,4,5,,3,4,3,3,3,4,0,,satisfied
2761,55101,Loyal Customer,21,Business travel,Business,332,0,0,0,1,5,5,2,,1,1,5,4,1,5,0,,satisfied
2762,51272,Loyal Customer,63,Personal Travel,Eco,1201,4,4,4,4,1,3,2,,1,4,4,4,3,1,77,81.0,satisfied
2763,42587,Loyal Customer,41,Business travel,Business,2876,1,1,1,1,4,4,5,,4,5,4,4,4,3,2,0.0,satisfied
2764,38654,Loyal Customer,54,Personal Travel,Eco,1145,2,2,1,4,4,5,5,4,4,5,2,2,4,4,21,,neutral or dissatisfied
2765,57378,disloyal Customer,17,Business travel,Eco,1276,3,3,3,3,2,4,2,,1,2,4,4,4,2,0,0.0,neutral or dissatisfied
2766,103706,Loyal Customer,39,Business travel,Eco,163,3,5,5,5,3,1,3,3,1,4,1,1,2,3,0,0.0,neutral or dissatisfied
2767,85626,Loyal Customer,55,Business travel,Business,3664,2,2,2,2,2,4,5,,5,5,4,3,5,3,88,91.0,satisfied
2768,10177,Loyal Customer,53,Business travel,Business,1504,5,5,3,5,3,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
2769,109832,Loyal Customer,55,Business travel,Business,1999,4,4,4,4,4,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
2770,13218,Loyal Customer,53,Personal Travel,Eco,1325,3,5,3,4,1,5,1,,5,2,3,5,4,1,0,0.0,neutral or dissatisfied
2771,45582,Loyal Customer,10,Personal Travel,Eco Plus,179,2,4,2,2,5,2,5,5,5,4,4,4,4,5,63,82.0,neutral or dissatisfied
2772,14406,disloyal Customer,26,Personal Travel,Eco,957,2,3,1,3,1,3,1,1,2,2,3,1,3,1,0,,neutral or dissatisfied
2773,102238,Loyal Customer,70,Personal Travel,Eco,337,2,5,2,3,2,4,2,,4,2,4,3,4,2,8,5.0,neutral or dissatisfied
2774,85014,Loyal Customer,39,Business travel,Business,895,2,2,2,2,3,5,2,,4,4,4,4,4,2,64,,satisfied
2775,34364,Loyal Customer,8,Personal Travel,Eco Plus,738,3,5,3,1,4,5,4,4,5,2,4,5,5,4,0,0.0,neutral or dissatisfied
2776,28811,Loyal Customer,66,Personal Travel,Eco,650,3,5,3,5,5,5,3,,5,3,5,1,5,4,0,,neutral or dissatisfied
2777,35082,Loyal Customer,58,Business travel,Eco,1790,2,4,5,4,2,5,2,2,1,5,2,3,3,2,6,10.0,neutral or dissatisfied
2778,126413,Loyal Customer,69,Personal Travel,Eco,294,4,5,4,3,2,5,4,4,4,4,4,3,4,5,10,3.0,satisfied
2779,108414,Loyal Customer,48,Business travel,Eco,1721,4,5,5,5,4,3,4,,2,2,5,5,1,4,5,0.0,satisfied
2780,91091,Loyal Customer,67,Personal Travel,Eco,1129,2,1,2,3,5,2,4,,5,2,5,2,5,3,2,0.0,neutral or dissatisfied
2781,53665,Loyal Customer,28,Personal Travel,Eco,1609,3,4,3,1,5,1,5,5,4,2,5,3,5,5,54,16.0,neutral or dissatisfied
2782,23800,Loyal Customer,55,Business travel,Business,1678,1,1,1,1,2,1,4,,5,5,5,3,5,4,6,12.0,satisfied
2783,88930,Loyal Customer,32,Personal Travel,Eco,1020,2,2,2,3,2,5,2,,2,3,2,2,3,2,0,0.0,neutral or dissatisfied
2784,45481,Loyal Customer,58,Business travel,Business,266,2,2,2,2,2,5,3,,2,2,2,4,2,4,99,88.0,neutral or dissatisfied
2785,102114,Loyal Customer,32,Personal Travel,Eco,362,2,5,2,3,5,3,5,,4,3,4,3,5,5,14,15.0,neutral or dissatisfied
2786,9737,Loyal Customer,26,Business travel,Business,867,2,2,2,2,4,5,4,,5,2,5,4,4,4,0,0.0,satisfied
2787,85385,Loyal Customer,14,Personal Travel,Eco Plus,758,2,5,2,4,2,2,3,,3,3,5,4,5,2,8,0.0,neutral or dissatisfied
2788,68767,Loyal Customer,53,Business travel,Eco,277,4,1,1,1,5,5,4,,4,4,4,5,4,1,0,0.0,satisfied
2789,128413,disloyal Customer,24,Business travel,Eco,404,1,2,1,4,5,3,4,,3,1,3,3,4,5,0,,neutral or dissatisfied
2790,106223,Loyal Customer,49,Business travel,Business,1121,3,3,3,3,3,3,4,,4,4,4,4,4,4,0,0.0,satisfied
2791,89460,Loyal Customer,15,Business travel,Business,391,2,4,4,4,2,4,2,2,3,1,4,1,3,2,0,0.0,neutral or dissatisfied
2792,124624,Loyal Customer,34,Business travel,Business,1932,4,4,4,4,2,3,5,,4,4,4,3,4,5,0,,satisfied
2793,78609,Loyal Customer,47,Personal Travel,Eco,849,2,4,2,3,1,3,1,1,5,3,4,5,4,1,6,0.0,neutral or dissatisfied
2794,88684,Loyal Customer,52,Personal Travel,Eco,557,3,3,3,4,1,3,3,2,2,3,5,2,2,2,12,4.0,neutral or dissatisfied
2795,88154,Loyal Customer,18,Business travel,Business,1809,4,4,4,4,4,4,4,4,4,4,5,5,4,4,0,,satisfied
2796,60739,Loyal Customer,65,Business travel,Business,3407,3,3,3,3,5,5,1,,4,4,3,5,4,2,0,4.0,satisfied
2797,15069,Loyal Customer,40,Business travel,Business,1590,2,2,3,2,3,4,4,,4,4,4,3,4,4,13,20.0,satisfied
2798,14527,Loyal Customer,49,Business travel,Business,2409,1,1,1,1,4,2,5,4,4,4,4,3,4,4,3,,satisfied
2799,61246,Loyal Customer,64,Personal Travel,Business,1751,1,3,2,3,1,4,4,1,1,2,1,4,1,2,0,0.0,neutral or dissatisfied
2800,73222,Loyal Customer,44,Personal Travel,Eco,134,4,1,4,4,4,3,4,4,1,3,3,4,4,4,0,0.0,neutral or dissatisfied
2801,96277,Loyal Customer,10,Personal Travel,Eco,599,2,2,2,4,1,5,1,1,2,4,3,4,3,1,0,,neutral or dissatisfied
2802,81602,Loyal Customer,9,Personal Travel,Eco,1605,4,4,4,4,2,2,2,2,4,2,5,4,5,2,59,47.0,neutral or dissatisfied
2803,68814,Loyal Customer,31,Business travel,Business,1236,2,2,2,2,2,4,2,2,3,5,4,1,4,2,19,1.0,satisfied
2804,3091,Loyal Customer,39,Business travel,Business,3346,5,5,5,5,4,2,5,,4,4,4,5,4,4,0,0.0,satisfied
2805,82229,disloyal Customer,38,Business travel,Eco,328,3,1,3,4,1,4,3,,2,2,4,4,3,1,21,20.0,neutral or dissatisfied
2806,30457,Loyal Customer,28,Personal Travel,Eco,2457,4,4,4,2,1,4,1,1,5,5,5,4,5,1,0,0.0,neutral or dissatisfied
2807,101318,Loyal Customer,48,Business travel,Eco,852,1,4,4,4,2,2,3,1,1,1,1,2,1,2,5,,neutral or dissatisfied
2808,11699,disloyal Customer,16,Business travel,Eco,762,2,2,2,2,1,4,1,,4,5,4,4,5,1,0,0.0,neutral or dissatisfied
2809,70188,disloyal Customer,23,Business travel,Business,1023,4,5,4,1,1,2,1,1,3,4,5,5,4,1,9,0.0,satisfied
2810,69821,Loyal Customer,41,Business travel,Business,2520,3,4,4,4,3,4,4,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
2811,12298,Loyal Customer,50,Personal Travel,Eco,320,5,5,5,3,4,5,4,,1,3,4,1,1,4,0,0.0,satisfied
2812,21054,Loyal Customer,57,Personal Travel,Eco,925,3,5,3,1,1,5,1,,4,3,5,5,4,1,0,0.0,neutral or dissatisfied
2813,36467,disloyal Customer,22,Business travel,Eco,2288,3,4,4,3,4,2,4,,4,2,4,2,3,4,0,0.0,neutral or dissatisfied
2814,71440,Loyal Customer,49,Business travel,Eco,844,2,2,2,2,2,4,2,2,2,2,2,1,2,1,20,,neutral or dissatisfied
2815,113472,Loyal Customer,61,Personal Travel,Eco Plus,526,2,5,2,5,2,1,5,,1,2,1,5,1,3,93,88.0,neutral or dissatisfied
2816,72148,Loyal Customer,46,Business travel,Business,1846,4,4,4,4,5,5,4,5,5,4,5,5,5,4,0,0.0,satisfied
2817,126889,Loyal Customer,47,Business travel,Business,236,1,1,3,1,3,5,4,,4,4,4,3,4,3,47,,satisfied
2818,14836,disloyal Customer,22,Business travel,Eco,654,4,3,3,1,3,3,3,3,3,3,1,5,2,3,20,19.0,neutral or dissatisfied
2819,82345,Loyal Customer,35,Personal Travel,Eco,311,3,5,5,3,1,4,1,,4,4,5,5,4,1,0,0.0,neutral or dissatisfied
2820,70090,Loyal Customer,42,Personal Travel,Business,691,5,5,5,4,4,5,4,2,2,5,2,4,2,3,14,34.0,satisfied
2821,92947,Loyal Customer,57,Business travel,Business,226,0,0,0,4,2,5,4,,2,2,2,4,2,3,0,0.0,satisfied
2822,1952,Loyal Customer,69,Personal Travel,Eco,1514,2,5,3,2,3,4,4,,5,3,4,4,4,4,90,140.0,neutral or dissatisfied
2823,96269,disloyal Customer,23,Business travel,Eco,1020,2,2,2,1,2,2,2,,2,3,1,2,2,2,98,89.0,neutral or dissatisfied
2824,72358,Loyal Customer,47,Personal Travel,Eco,842,3,5,3,4,1,2,1,,5,2,5,4,4,1,0,12.0,neutral or dissatisfied
2825,125387,Loyal Customer,49,Business travel,Business,1669,3,3,2,3,4,2,4,,5,5,5,4,5,4,46,36.0,satisfied
2826,102696,disloyal Customer,52,Business travel,Eco,534,3,0,3,2,1,2,1,1,3,2,4,1,4,1,0,0.0,neutral or dissatisfied
2827,69958,Loyal Customer,16,Personal Travel,Eco,1212,3,3,3,3,2,2,2,,1,1,2,4,3,2,0,0.0,neutral or dissatisfied
2828,62711,Loyal Customer,57,Business travel,Business,2296,5,5,5,5,2,3,4,4,4,4,4,5,4,3,13,18.0,satisfied
2829,26288,Loyal Customer,52,Business travel,Business,2917,5,5,5,5,5,4,5,,4,4,4,5,3,5,15,32.0,satisfied
2830,73823,disloyal Customer,24,Business travel,Business,1081,4,0,4,1,2,3,2,2,4,5,4,5,5,2,0,0.0,satisfied
2831,25487,Loyal Customer,47,Business travel,Business,2215,2,2,2,2,3,3,1,,4,4,4,1,4,1,0,0.0,satisfied
2832,38,disloyal Customer,32,Business travel,Business,802,4,4,4,2,2,5,4,2,4,2,4,3,5,2,0,10.0,neutral or dissatisfied
2833,73206,Loyal Customer,58,Personal Travel,Eco,190,4,4,4,3,5,2,5,,1,2,3,2,4,5,21,22.0,neutral or dissatisfied
2834,99762,disloyal Customer,37,Business travel,Eco,591,1,0,1,2,4,1,3,,4,1,5,2,1,4,0,0.0,neutral or dissatisfied
2835,3434,disloyal Customer,48,Business travel,Eco,184,0,0,0,3,3,4,3,3,1,4,4,2,5,3,0,0.0,satisfied
2836,43161,Loyal Customer,32,Personal Travel,Business,1065,3,4,3,5,3,2,2,3,3,5,5,2,5,2,142,134.0,neutral or dissatisfied
2837,88286,Loyal Customer,11,Personal Travel,Eco,2075,4,5,4,1,4,5,4,,5,5,5,3,4,4,12,0.0,satisfied
2838,83885,Loyal Customer,72,Business travel,Business,3465,3,4,4,4,5,3,3,,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
2839,70607,Loyal Customer,37,Business travel,Eco,1076,1,4,4,4,1,3,1,2,1,4,4,1,4,1,237,,neutral or dissatisfied
2840,4032,Loyal Customer,68,Personal Travel,Eco,455,2,4,2,3,5,1,5,5,4,5,4,3,4,5,0,0.0,neutral or dissatisfied
2841,20183,Loyal Customer,23,Business travel,Eco,181,5,5,5,5,5,2,4,5,1,2,4,4,4,5,0,0.0,satisfied
2842,126857,disloyal Customer,34,Business travel,Eco,401,2,0,1,4,5,2,5,5,4,2,4,4,3,5,116,,neutral or dissatisfied
2843,84835,Loyal Customer,29,Business travel,Business,1670,4,2,2,2,4,5,4,,2,1,4,4,4,4,2,,neutral or dissatisfied
2844,29994,Loyal Customer,55,Business travel,Eco,200,3,1,4,1,5,4,4,,4,3,4,3,4,3,0,15.0,satisfied
2845,124136,Loyal Customer,26,Personal Travel,Business,1750,2,3,2,3,1,5,1,,2,4,5,3,1,1,71,74.0,neutral or dissatisfied
2846,100436,Loyal Customer,66,Personal Travel,Eco Plus,590,1,4,1,1,2,4,5,5,5,1,5,4,5,3,0,2.0,neutral or dissatisfied
2847,82977,Loyal Customer,43,Business travel,Business,3247,3,3,3,3,5,5,2,3,3,3,3,2,3,1,0,26.0,neutral or dissatisfied
2848,25006,Loyal Customer,38,Business travel,Business,3810,3,3,3,3,5,5,4,,4,4,4,4,4,5,4,5.0,satisfied
2849,75938,Loyal Customer,38,Business travel,Eco,249,5,2,2,2,5,2,5,5,3,2,5,3,2,5,75,65.0,satisfied
2850,58628,Loyal Customer,60,Business travel,Business,1529,1,1,1,1,2,3,4,4,4,4,4,4,4,4,0,0.0,satisfied
2851,19925,Loyal Customer,45,Business travel,Business,2880,4,4,5,4,2,2,5,,5,5,5,4,5,3,0,0.0,satisfied
2852,77823,Loyal Customer,16,Personal Travel,Eco,1411,4,5,4,4,4,2,5,4,1,5,2,5,1,5,30,136.0,satisfied
2853,123695,Loyal Customer,48,Business travel,Eco,2640,5,1,1,1,5,2,5,5,5,4,3,5,3,5,0,43.0,satisfied
2854,90235,Loyal Customer,46,Business travel,Business,1612,1,1,1,1,2,3,5,5,5,5,5,4,5,5,0,,satisfied
